房间	Phòng
天朗气清，<font color=MYCOLOR>百里眉</font>在<font color=OBJCOLOR>读书品卷</font>时，突然发出一声长叹。	Trời trong xanh, <font color=MYCOLOR>Bách Lý Mi</font> đang <font color=OBJCOLOR>đọc sách thưởng thức quyển</font> bỗng thốt lên một tiếng thở dài.
50天 01:12	50 ngày 01:12
夜半时分，<font color=MYCOLOR>百里眉</font>一个人<font color=OBJCOLOR>跳舞</font>，突然思绪万千。	Giờ nửa đêm, <font color=MYCOLOR>Bách Lý Mi</font> một mình <font color=OBJCOLOR>nhảy múa</font>, bỗng suy nghĩ ngổn ngang.
50天 23:16	50 ngày 23:16
晴空万里，<font color=MYCOLOR>百里眉</font>在<font color=OBJCOLOR>跳舞</font>时，突然流下眼泪。	Trời quang mây tạnh, <font color=MYCOLOR>Bách Lý My</font> khi đang <font color=OBJCOLOR>nhảy múa</font>, bỗng rơi lệ.
51天 05:15	51 ngày 05:15
徒弟	Đệ tử
西岭	Tây Lĩnh
颛孙	Chuyên Tôn
眸微	Mâu Vi
修罗陀	Tu La Đà
铁心尊者	Quyết tâm Tôn Giả
姜龙	Khương Long
傀儡	Khôi lỗi
董之柔	Đổng Chi Nhu
百里眉	Bách Lý
万里无云，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>奏乐</font>时，突然想去<font color=OBJCOLOR>七仟坞看看。	Vạn lý không mây, <font color=MYCOLOR> Tịch Tín </font> đang <font color=OBJCOLOR>Chơi nhạc</font>, bỗng muốn đến <font color=OBJCOLOR>Thất Thiên Ổ</font> xem thử.
11天 01:09	11 ngày 01:09
万里无云，<font color=MYCOLOR>席信</font>静静的<font color=OBJCOLOR>奏乐</font>，突然想起自己的<font color=OBJCOLOR>父亲席才</font>。	Vạn Lý không mây, <font color=MYCOLOR>Tịch Tín</font> lặng lẽ <font color=OBJCOLOR>chơi nhạc</font>, đột nhiên nhớ đến <font color=OBJCOLOR>cha Tịch Tài</font>.
11天 19:04	11 ngày 19:04
三更时分，<font color=MYCOLOR>席信</font>一个人<font color=OBJCOLOR>奏乐</font>，突然思绪万千。	Đêm khuya canh ba, <font color=MYCOLOR>Tịch Tín</font> một mình <font color=OBJCOLOR>chơi nhạc</font>, bỗng dưng nghĩ ngợi miên man.
12天 00:29	12 ngày 00:29
门派中，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>看天花板</font>时，突然很想家。	Trong môn phái, <font color=MYCOLOR>Tịch Tín</font> trong lúc <font color=OBJCOLOR>Nhìn trần nhà</font>, đột nhiên rất nhớ nhà.
12天 14:20	12 ngày 14:20
<font color=MYCOLOR>席信</font>因<font color=OBJCOLOR>心境通明</font>心情不错，忍不住来<font color=OBJCOLOR>看天花板</font>抒怀。	<font color=MYCOLOR>Tịch Tín</font> vì <font color=OBJCOLOR>tâm cảnh sáng suốt</font> tâm trạng vui vẻ, không nhịn được đến <font color=OBJCOLOR>nhìn trần nhà</font> để trút lòng.
13天 14:25	13 ngày 14:25
门派中，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>奏乐</font>时，突然想吃<font color=OBJCOLOR>蛇肉</font>。	Trong môn phái, <font color=MYCOLOR>Tịch Tín</font> khi đang <font color=OBJCOLOR>chơi nhạc</font> đột nhiên muốn ăn <font color=OBJCOLOR>thịt rắn</font>.
15天 01:31	15 ngày 01:31
辰时，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>读书品卷</font>时，突然很想家。	Giờ Thìn, <font color=MYCOLOR>Tịch Tín</font> trong lúc <font color=OBJCOLOR>Đọc sách thưởng thức quyển</font>, đột nhiên rất nhớ nhà.
16天 08:44	16 ngày 08:44
大雨倾盆，<font color=MYCOLOR>席信</font>静静的<font color=OBJCOLOR>看天花板</font>，突然想起自己的<font color=OBJCOLOR>父亲席才</font>。	Mưa lớn đổ xuống, <font color=MYCOLOR>Tịch Tín</font> lặng lẽ <font color=OBJCOLOR>nhìn trần nhà</font>, bỗng nhớ đến <font color=OBJCOLOR>cha mình là Tịch Tài</font>.
17天 20:58	17 ngày 20:58
万里无云，<font color=MYCOLOR>席信</font>静静的<font color=OBJCOLOR>奏乐</font>，突然想起自己的<font color=OBJCOLOR>母亲长孙晓夏</font>。	Trời Vạn Lý không gợn mây, <font color=MYCOLOR>Tịch Tín</font> lặng lẽ <font color=OBJCOLOR>chơi nhạc</font>, bỗng nhớ đến <font color=OBJCOLOR>mẹ là Trưởng tôn Hiểu Hạ</font>.
18天 00:43	18 ngày 00:43
日禺之时，<font color=MYCOLOR>席信</font>一个人<font color=OBJCOLOR>凝神望天</font>，突然思绪万千。	Lúc giữa trưa, <font color=MYCOLOR>Tịch Tín</font> một mình <font color=OBJCOLOR>Ngưng thần nhìn trời</font>, đột nhiên bao suy nghĩ dâng trào.
18天 10:37	18 ngày 10:37
天朗气清，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>奏乐</font>时，突然觉得很气闷。	Trời trong khí mát, <font color=MYCOLOR>Tịch Tín</font> khi <font color=OBJCOLOR>chơi nhạc</font>, bỗng cảm thấy ngột ngạt.
48天 02:50	48 ngày 02:50
天朗气清，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>读书品卷</font>时，突然觉得莫名烦躁。	Trời quang mây tạnh, <font color=MYCOLOR>Tịch Tín</font> khi <font color=OBJCOLOR>đọc sách thưởng thức quyển</font>, bỗng cảm thấy bứt rứt khó hiểu.
48天 05:02	48 ngày 05:02
绿荫之下，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>读书品卷</font>时，突然想吃<font color=OBJCOLOR>兔肉</font>。	Dưới bóng cây xanh, <font color=MYCOLOR>Tịch Tín</font> trong lúc <font color=OBJCOLOR>đọc sách thưởng thức quyển</font> bỗng nhiên muốn ăn <font color=OBJCOLOR>thịt thỏ</font>.
49天 21:17	49 ngày 21:17
门派中，<font color=MYCOLOR>席信</font>静静的<font color=OBJCOLOR>奏乐</font>，突然想起自己的<font color=OBJCOLOR>母亲长孙晓夏</font>。	Trong môn phái, <font color=MYCOLOR>Tịch Tín</font> lặng lẽ <font color=OBJCOLOR>chơi nhạc</font>, bỗng nhớ đến <font color=OBJCOLOR>mẫu thân Trưởng tôn Hiểu Hạ</font>.
50天 02:57	50 ngày 02:57
晴空万里，<font color=MYCOLOR>席信</font>一个人<font color=OBJCOLOR>奏乐</font>，突然思绪万千。	Trời quang mây tạnh, <font color=MYCOLOR>Tịch Tín</font> một mình <font color=OBJCOLOR>chơi nhạc</font>, bỗng suy tư miên man.
50天 11:17	50 ngày 11:17
<font color=MYCOLOR>席信</font>被<font color=OBJCOLOR>有点热</font>的情绪困扰，只能<font color=OBJCOLOR>凝神望天</font>来放空心灵。	<font color=MYCOLOR>Tịch Tín</font> bị cảm xúc <font color=OBJCOLOR>Hơi nóng</font> làm phiền, chỉ có thể <font color=OBJCOLOR>Ngưng thần nhìn trời</font> để thả lỏng tâm hồn.
50天 15:13	50 ngày 15:13
门派中，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>奏乐</font>时，脑海中突然浮现<font color=OBJCOLOR>谭杰</font>的模样。	Trong môn phái, <font color=MYCOLOR>Tịch Tín</font> khi đang <font color=OBJCOLOR>Chơi nhạc</font>, trong đầu bỗng hiện lên hình ảnh của <font color=OBJCOLOR>Đàm Kiệt</font>.
50天 18:00	50 ngày 18:00
<font color=MYCOLOR>席信</font>因<font color=OBJCOLOR>多姿多彩</font>心情不错，忍不住来<font color=OBJCOLOR>奏乐</font>抒怀。	<font color=MYCOLOR>Tịch Tín</font> vì <font color=OBJCOLOR>muôn màu muôn vẻ</font> tâm trạng tốt, không nhịn được đến <font color=OBJCOLOR>chơi nhạc</font> để bày tỏ nỗi lòng.
51天 12:45	51 ngày 12:45
天朗气清，<font color=MYCOLOR>席信</font>在<font color=OBJCOLOR>奏乐</font>时，突然流下眼泪。	Trời quang đãng, <font color=MYCOLOR>Tịch Tín</font> đang <font color=OBJCOLOR>chơi nhạc</font> thì bất chợt rơi nước mắt.
52天 12:39	52 ngày 12:39
52天 21:57	52 ngày 21:57
席	Tịch
信	Tín
才	Tài
长孙	Trưởng tôn
晓夏	Hiểu Hạ
江南散人	Tản Nhân Giang Nam
轰雷尊者	Hồng Lôi Tôn Giả
包	Bao
仁	Nhân
学智	Học Trí
夏侯	Hạ Hầu
娥	Nga
孔	Khổng
玲	Linh
印	Ấn
紫雪	Tử Tuyết
宣	Tuyên
乐语	Nhạc Ngữ
堵	Đổ
平春	Bình Xuân
邰	Thai
勇	Dũng
武	Vũ
邢	Hình
盼翠	Phán Thúy
赫连	Hách Liên
依珊	Y San
德	Đức
苍	Thương
瑞	Thụy
琳	Lâm
商震	Thương Chấn
端木	Đoan Mộc
友巧	Hữu Xảo
高	Cao
兰	Lan
辰	Thần
惠	Huệ
慕青	Mộ Thanh
杭	Hàng
群	Quần
淳于	Thuần Vu
映之	Ánh Chi
玉堂	Ngọc Đường
乔	Kiều
依凝	Y Ngưng
姬	Cơ
清	Thanh sạch
单于	Đan Vu
彩	Thải
倪	Nghê
风	Phong
克	Khắc
海	Hải
娜	Na
双	Song
钧	Quân
辉	Huy
糜	Mi
歌阙	Ca Khuyết
达	Đạt
殷	Đỏ thẫm
苑筠	Uyển Quân
起灵	Khởi Linh
乌	Ô
晓绿	Hiểu Lục
贾	Giả
全	Toàn
尤	Vưu
家	Gia
扫地	Quét dọn.
教学	Hướng dẫn
门	Cửa
存档写入完成	Hoàn tất ghi lưu trữ
松豪遇到瓶颈	Tùng Hào gặp bình cảnh
食物储量不足	Dự trữ thực phẩm không đủ
仰厚需要砍伐工具	Ngưỡng Hậu cần dụng cụ đốn gỗ
药物储量不足	Dự trữ thuốc không đủ
轩辕士：受伤	Hiên Viên Sĩ: Bị thương
出现镇物！	Xuất hiện vật trấn!
董之柔心境不稳	Tâm cảnh của Đổng Chi Nhu bất ổn
姜龙心境不稳	Khương Long tâm cảnh bất ổn
天下传闻	Tin Tức Thiên Hạ
天苍246年 春 第23日	Thiên Thương năm 246, mùa Xuân, ngày thứ 23
近日，丹霞洞天与合欢派同时发现一处平顶山附近的洞府残迹，据说此处留存有上古一名大能的道统，至关重要。双方为争夺此地机缘精锐尽出，展开了激烈的斗法。	Gần đây, Đan Hà Động Thiên và Hợp Hoan Phái cùng lúc Phát hiện một di tích động phủ gần Bình Đỉnh Sơn, nghe nói nơi đây lưu giữ đạo thống của một đại năng thượng cổ, vô cùng quan trọng. Hai bên vì Tranh đoạt cơ duyên tại đây mà tinh anh xuất trận, bùng nổ một trận Đấu pháp kịch liệt.
几经争斗，合欢派最终成功得到此处仙府，门派实力大涨。丹霞洞天却损失惨重，门派实力大损。此役之后，两派的关系也大大恶化了。	Sau nhiều phen tranh đấu, Hợp Hoan Phái cuối cùng cũng chiếm được tiên phủ này, thực lực môn phái đại tăng. Đan Hà Động Thiên lại tổn thất nặng nề, thực lực đại tổn. Sau trận chiến này, quan hệ giữa hai môn phái cũng trở nên vô cùng căng thẳng.
据传极天宫于小凉山击败烛龙，收获大量宝材灵物，门派实力大涨。	Nghe nói Cực Thiên Cung đã đánh bại Chúc Long tại Tiểu Lương Sơn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
天苍246年 春 第24日	Thiên Thương năm 246, mùa Xuân, ngày thứ 24
据传丹霞洞天的大能伏涛在月轮山出没。	Nghe nói đại năng Phục Đào của Đan Hà Động Thiên xuất hiện ở Nguyệt Luân Sơn.
据传栖霞洞天的大能师美在月轮山出没。	Nghe nói đại năng Sư Mỹ của Tê Hà Động Thiên xuất hiện ở Nguyệt Luân Sơn.
据传百蛮山的大能段旭在南屏村出没。	Nghe đồn Đại năng Đoàn Húc của Bách Man Sơn xuất hiện ở Nam Bình Thôn.
据传七杀魔宫的大能蒙亦瑶在小凉山出没。	Nghe đồn đại năng Mông Diệc Dao của Thất Sát Ma Cung xuất hiện ở Tiểu Lương Sơn.
据传青莲剑宗于小凉山击杀凶凤，收获大量宝材灵物，门派实力大涨。	Tương truyền Thanh Liên Kiếm Tông tại Tiểu Lương Sơn hạ sát Phượng hung, thu hoạch được lượng lớn bảo tài linh vật, thực lực Môn phái tăng vọt.
据传七仟坞的弟子在紫霄宗附近游历时，遇到几名紫霄宗的弟子。双方结伴历练，闯荡一番，在近期修行界也算搅动一些风云，闯出了一些名声。两派的关系也因此略有提升。	Tương truyền đệ tử Thất Thiên Ổ trong lúc lịch luyện gần Tử Tiêu Tông, gặp vài đệ tử Tử Tiêu Tông. Hai bên cùng lịch luyện, ngao du một phen, thời gian gần đây cũng khuấy động giới tu luyện, nổi danh không ít. Quan hệ giữa hai môn phái nhờ vậy cũng được cải thiện phần nào.
据传合欢派于南屏村击杀凶凤，收获大量宝材灵物，门派实力大涨。	Nghe nói Hợp Hoan Phái đã giết chết hung phượng tại Nam Bình Thôn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
天苍246年 春 第25日	Thiên Thương năm 246, mùa Xuân, ngày thứ 25
紫霄宗的大能罗博已在小凉山失去了踪迹	Đại năng La Bác của Tử Tiêu Tông đã mất tích ở Tiểu Lương Sơn
据传一个隐居深海的小宗门为逃避海中巨妖的威胁而逃往大陆，举派投靠了青莲剑宗，青莲剑宗因此门派实力大增。	Tương truyền một môn phái nhỏ ẩn cư dưới Thâm Hải để tránh hiểm họa từ quái vật biển khổng lồ đã chạy về đại lục, toàn môn phái quy phục Thanh Liên Kiếm Tông, khiến thực lực của Thanh Liên Kiếm Tông gia tăng mạnh mẽ.
据传百蛮山于铜陵山击杀蛟龙，收获大量宝材灵物，门派实力大涨。	Nghe nói Bách Man Sơn đã giết chết giao long tại Đồng Lăng Sơn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
据传一个隐居深海的小宗门为逃避海中巨妖的威胁而逃往大陆，举派投靠了栖霞洞天，栖霞洞天因此门派实力大增。	Tương truyền một môn phái nhỏ ẩn cư dưới Thâm Hải để tránh hiểm họa từ quái vật biển khổng lồ đã chạy về đại lục, toàn môn phái quy phục Tích Hà Động Thiên, khiến thực lực của Tích Hà Động Thiên gia tăng mạnh mẽ.
据传紫霄宗于铜陵山击杀凶凤，收获大量宝材灵物，门派实力大涨。	Nghe nói Tử Tiêu Tông đã giết chết hung phượng tại Đồng Lăng Sơn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
不知何故，近日青莲剑宗竟发动大量门下弟子对紫霄宗山门展开围攻，双方于此各布仙阵，搅动数百里方圆天象崩乱，修行界为之震动。	Không biết vì lý do gì, gần đây Thanh Liên Kiếm Tông bất ngờ điều động lượng lớn đệ tử vây công sơn môn Tử Tiêu Tông, hai bên bày ra tiên trận, làm rối loạn thiên tượng trong phạm vi hàng trăm dặm, khiến giới tu luyện chấn động.
占据地利背靠山门之故，紫霄宗最终胜利，其门下弟子亦从斗法中多有提升突破，门派实力大涨。青莲剑宗却损失惨重，门派实力大损。此役之后，两派的关系也大大恶化了。	Nhờ chiếm được thế đất dựa lưng vào sơn môn, Tử Tiêu Tông cuối cùng đã chiến thắng, môn hạ đệ tử cũng từ đấu pháp mà đột phá tiến bộ, thực lực môn phái tăng mạnh. Thanh Liên Kiếm Tông lại tổn thất nặng nề, thực lực môn phái suy yếu. Sau trận chiến này, quan hệ giữa hai phái cũng xấu đi rất nhiều.
天苍246年 春 第26日	Thiên Thương năm 246, mùa Xuân, ngày thứ 26
据传七杀魔宫的大能赤丹秋在月轮山出没。	Nghe đồn đại năng Xích Đan Thu của Thất Sát Ma Cung xuất hiện ở Nguyệt Luân Sơn.
据传青莲剑宗的大能盛敬在小凉山出没。	Nghe nói đại năng Thịnh Kính của Thanh Liên Kiếm Tông xuất hiện ở Tiểu Lương Sơn.
据传合欢派的大能柴滢在炼丹峰出没。	Nghe đồn Đại năng Sài Oánh của Hợp Hoan Phái xuất hiện ở Luyện Đan Phong.
据传昆仑宫在月轮山寻找到一家上古宗派的洞天小世界，一番收获下，门派实力大涨。	Nghe đồn Cung Côn Lôn tại núi Nguyệt Luân đã tìm được một tiểu thế giới động thiên của một tông phái cổ xưa, sau một đợt thu hoạch, thế lực của môn phái tăng mạnh.
据传紫霄宗优化了派中核心阵法，门派实力大涨。	Nghe nói Tử Tiêu Tông đã tối ưu trận pháp cốt lõi, thực lực môn phái tăng vọt.
据传正一道寻到一名上古器修的洞府，获得大量元神寄托的灵器，门派实力大涨。	Nghe nói Chính Nhất Đạo đã tìm được động phủ của một thợ rèn khí xưa, thu được nhiều pháp bảo linh khí được Nguyên thần ký thác, thực lực môn phái tăng mạnh.
天苍246年 春 第27日	Năm Thiên Thương 246, mùa Xuân, ngày thứ 27
昆仑宫的大能钟起灵已在月轮山失去了踪迹	Đại năng Chung Khởi Linh của Côn Luân Cung đã mất tích tại Nguyệt Luân Sơn
栖霞洞天的大能尤士已在小凉山失去了踪迹	Đại năng Tê Hà Động Thiên là Doãn Sĩ đã mất tích tại Tiểu Lương Sơn
据传七杀魔宫的长老在芦墟村附近游历时，巧遇一名紫霄宗的长老讲道，七杀魔宫的长老隐匿自己的行踪，设计拆台，竟然让紫霄宗的讲道变为一场闹剧，紫霄宗声望大跌。此事传出，在近日修行界成为笑柄，两派的关系也恶化了许多。	Nghe nói trưởng lão của Thất Sát Ma Cung khi du lịch gần Lô Khư Thôn, tình cờ gặp một trưởng lão của Tử Tiêu Tông đang giảng đạo. Trưởng lão của Thất Sát Ma Cung ẩn nấp hành tung của mình, bày mưu phá đám, khiến buổi giảng đạo của Tử Tiêu Tông trở thành một trò hề, uy tín của Tử Tiêu Tông giảm sút nghiêm trọng. Sự việc này lan truyền, trong thời gian gần đây trở thành trò cười trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.
据传紫霄宗寻到一名上古器修的洞府，获得大量元神寄托的灵器，门派实力大涨。	Nghe nói Tử Tiêu tông đã tìm được động phủ của một thợ rèn khí xưa, thu được nhiều pháp bảo linh khí được Nguyên thần ký thác, thực lực môn phái tăng mạnh.
据传七杀魔宫近日革新了门派律法，重新划分各个堂口，整个门派焕然一新。门派实力大增。	Nghe đồn gần đây Thất Sát Ma Cung đã cải cách môn quy, phân chia lại các đường ngõ, toàn bộ Môn phái thay da đổi thịt, thực lực đại tăng.
据传丹霞洞天的长老潜入万妖殿的藏宝库企图盗取天材地宝，被万妖殿发现。万妖殿掌门震怒之下废掉这名入侵者的双眼与四肢，以儆效尤。此事近日震动修行界，两派的关系也大大恶化了。	Theo truyền thuyết, trưởng lão Đan Hà Động Thiên lẻn vào kho báu của Vạn Yêu Điện định trộm thiên tài địa bảo, bị Vạn Yêu Điện phát hiện. Chưởng môn Vạn Yêu Điện nổi giận hủy bỏ đôi mắt và tứ chi của kẻ xâm nhập này để răn đe. Việc này gần đây chấn động giới tu luyện, quan hệ giữa hai bên cũng ngày càng xấu đi.
天苍246年 春 第28日	Thiên Thương năm 246, mùa Xuân, ngày thứ 28
据传丹霞洞天的大能夏泰在铜陵山出没。	Nghe nói đại năng Hạ Thái của Đan Hà Động Thiên xuất hiện ở Đồng Lăng Sơn.
据传昆仑宫的大能李寂离在小凉山出没。	Nghe nói đại năng Lý Tịch Ly của Côn Lôn Cung xuất hiện ở Tiểu Lương Sơn.
据传紫霄宗的大能谷梁梦琪在炼丹峰出没。	Nghe đồn đại năng Cốc Lương Mộng Kỳ của Tử Tiêu Tông xuất hiện ở Luyện Đan Phong.
据传合欢派于鸣沙村击杀凶凤，收获大量宝材灵物，门派实力大涨。	Tương truyền Hợp Hoan phái tại thôn Minh Sa đánh bại hung phượng, thu hoạch lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
据传丹霞洞天派中祖师突然降下法身，为门派讲道。门派实力大增。	Nghe nói tổ sư của Đan Hà Động Thiên Phái đột nhiên giáng lâm pháp thân, giảng đạo cho môn phái. Thực lực môn phái đại tăng.
据传丹霞洞天近日革新了门派律法，重新划分各个堂口，整个门派焕然一新。门派实力大增。	Nghe đồn gần đây Đan Hà Động Thiên đã cải cách môn quy, phân chia lại các đường ngõ, toàn bộ Môn phái thay da đổi thịt, thực lực đại tăng.
丹霞洞天的大能伏涛已在月轮山失去了踪迹	Đại năng Phục Đào của Đan Hà Động Thiên đã mất tích tại Nguyệt Luân Sơn
栖霞洞天的大能师美已在月轮山失去了踪迹	Đại năng Tê Hà Động Thiên là Sư Mỹ đã mất tích tại Nguyệt Luân Sơn
百蛮山的大能段旭已在南屏村失去了踪迹	Đại năng Đoàn Húc của Bách Man Sơn đã mất tích ở Nam Bình Thôn
七杀魔宫的大能蒙亦瑶已在小凉山失去了踪迹	Đại năng Thất Sát Ma Cung là Mông Diệu Dao đã mất tích tại Tiểu Lương Sơn
天苍246年 夏 第1日	Thiên Thương năm 246, Hè, ngày 1
据传百蛮山近日革新了门派律法，重新划分各个堂口，整个门派焕然一新。门派实力大增。	Nghe đồn gần đây Bách Man Sơn đã cải cách môn quy, phân chia lại các đường ngõ, toàn bộ Môn phái thay da đổi thịt, thực lực đại tăng.
据传青莲剑宗的长老在平顶山附近游历时，竟然遇到一名昆仑宫的长老被数名凶兽围攻，身陷险境。青莲剑宗的长老甘冒风险出手相救，最终击杀异兽，大有所获。两人经此一役互生爱慕，竟然结为道侣。此事在近日通传修行界，为大家津津乐道，两派的关系也因此大有提升。	Theo truyền, một trưởng lão của Thanh Liên Kiếm Tông khi du ngoạn gần Bình Đỉnh Sơn đã gặp một trưởng lão của Côn Lôn Cung đang bị nhiều hung thú vây công, lâm vào hiểm cảnh. Vị trưởng lão của Thanh Liên Kiếm Tông đã liều mình ra tay tương trợ, cuối cùng hạ sát được các dị thú, thu hoạch lớn. Sau trận này, hai người sinh lòng ái mộ, thậm chí kết thành đạo lữ. Gần đây việc này đã được Thông Truyện trong giới tu luyện, trở thành đề tài bàn tán sôi nổi, quan hệ hai phái cũng nhờ đó mà đại hữu đề cao.
据传昆仑宫寻到一名上古器修的洞府，获得大量元神寄托的灵器，门派实力大涨。	Nghe nói Côn Lôn Cung đã tìm được động phủ của một thợ rèn khí xưa, thu được nhiều pháp bảo linh khí được Nguyên thần ký thác, thực lực môn phái tăng mạnh.
据传七杀魔宫于桂山击杀蛟龙，收获大量宝材灵物，门派实力大涨。	Tương truyền Thất Sát Ma Cung tại Quế Sơn đánh bại giao long, thu hoạch lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
天苍246年 夏 第2日	Thiên Thương năm 246, mùa Hạ, ngày thứ 2
据传紫霄宗的大能谢昌在炼丹峰出没。	Nghe đồn Đại năng Tạ Xương của Tử Tiêu xuất hiện ở Luyện Đan Phong.
据传正一道的大能龙雪柳在炼丹峰出没。	Nghe nói đại năng Long Tuyết Liễu của Chính Nhất xuất hiện ở Luyện Đan Phong.
据传青莲剑宗的大能张康在炼丹峰出没。	Nghe nói đại năng Trương Khang của Thanh Liên Kiếm Tông xuất hiện ở Luyện Đan Phong.
天苍246年 秋 第2日	Thiên Thương năm 246, mùa Thu, ngày thứ 2
据传百蛮山于南屏村击败烛龙，收获大量宝材灵物，门派实力大涨。	Nghe nói Bách Man Sơn đã đánh bại Chúc Long tại Nam Bình Thôn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
据传青莲剑宗于桂山击杀凶凤，收获大量宝材灵物，门派实力大涨。	Nghe nói Thanh Liên Kiếm Tông đã giết chết hung phượng tại Quế Sơn, thu hoạch được lượng lớn bảo tài linh vật, thực lực môn phái đại tăng.
近日，紫霄宗最受长辈宠爱的小弟子与昆仑宫的几名弟子在大雪原附近发生了摩擦，之后冲突连续升级，甚至引动双方门派长老叠出，竟演变为一场大规模的斗法。	Gần đây, tiểu đệ tử được các trưởng bối của Tử Tiêu Tông yêu thương nhất đã xảy ra cọ xát với vài đệ tử Côn Lôn Cung gần Đại Tuyết Nguyên, sau đó xung đột tiếp tục gia tăng, thậm chí khiến trưởng lão hai môn phái liên tiếp xuất hiện, cuối cùng trở thành một trận đấu pháp quy mô lớn.
此役持续月余，死伤无算，紫霄宗最终胜利，其门下弟子亦从斗法中多有提升突破，门派实力大涨。昆仑宫却损失惨重，门派实力大损。此役之后，两派的关系也大大恶化了。	Trận chiến này kéo dài hơn một tháng, thương vong vô số, cuối cùng Tử Tiêu Tông giành chiến thắng, đệ tử trong môn phái cũng nhờ đấu pháp mà có nhiều đột phá, thực lực môn phái tăng mạnh. Côn Lôn Cung lại tổn thất nặng nề, thực lực môn phái tổn thất nặng nề. Sau trận chiến này, quan hệ giữa hai môn phái trở nên tồi tệ hơn nhiều.
天苍246年 秋 第3日	Thiên Thương năm 246, mùa Thu, ngày thứ 3
据传昆仑宫派中天地灵根成熟，引动天道波动，灵气汇聚。受此泽被，整个门派实力大增。	Nghe đồn trong Côn Lôn Cung, Thiên Địa Linh Căn đã chín muồi, khiến Thiên Đạo chấn động, Linh khí hội tụ. Nhờ đó, toàn bộ Môn phái được tăng cường sức mạnh.
天苍246年 秋 第4日	Thiên Thương năm 246, Thu, ngày 4
据传丹霞洞天的大能轩辕秀在铜陵山出没。	Nghe đồn đại năng Hiên Viên Tú của Đan Hà Động Thiên xuất hiện ở Đồng Lăng Sơn.
轩辕士感到危险	Hiên Viên Sĩ cảm thấy nguy hiểm
百里眉心境不稳	Bách Lý My tâm cảnh bất ổn
百里眉拜董之柔为师	Bách Lý My bái Đổng Chi Nhu làm sư phụ
姜龙拜百里眉为师	Giang Long bái Bách Lỹ Mi làm sư phụ
路人需要帮助	Người qua đường cần giúp đỡ
百里眉：受伤	Bách Lý My: Bị thương
雅艺	Nhã nghệ.
席信的技能雅艺升级了	Kỹ năng Nhã Nghệ của Tịch Tín đã lên cấp
着火了	Bị cháy
敌人出现	Kẻ thù xuất hiện
夏季即将来临	Mùa hè sắp đến
请做好避暑准备	Vui lòng chuẩn bị để tránh nóng
化形镇神神雷	Hóa Hình Trấn Thần thần lôi
丙火金刚真言	Bính Hỏa Kim Cương Chân Ngôn
奔烈覆天神雷	Thần Lôi Phục Thiên Bôn Liệt
天火飞星神雷	Thiên Hoả Phi Tinh Thần Lôi
奠基宝典	Điện Cơ Bảo Điển
少量的	Một chút
奠基秘册	Điện Cơ Bí Sách
奠基经	Kinh Điện Cơ
金刚宝典	Kim Cang Bảo Điển
五戒奠基秘法	Ngũ Giới Điện Cơ Bí Pháp
中量的	Vừa
辟谷要诀	Tịch Cốc Yếu Quyết
微草佛心宝典	Vi Thảo Phật Tâm Bảo Điển
黄芽合一册	Sách Hợp Nhất Hoàng Nha
五内琢玉通卷	Ngũ Nội Trác Ngọc Thông Quyển
凌霄决意神功	Lăng Tiêu Quyết Ý Thần Công
大量的	Số lượng lớn
奔烈合一要诀	Bôn Liệt Hợp Nhất Yếu Quyết
凌霄摄神	Linh Tiêu Nhiếp Thần
海量的	Cực lớn
御木诀	Ngự Mộc Quyết
元坤妙法	Nguyên Khôn Diệu Pháp
醍醐灌顶之术	Đề Hồ Quán Đỉnh Thuật
凌霄沃野密卷	Lăng Tiêu Vọng Dã Mật Quyển
赋灵术	Phú Linh Thuật
五泉涤心法	Ngũ Tuyền Địch Tâm Pháp
先天罡气	Tiên Thiên Cương Khí
化伤术	Hóa Thương Thuật
天霖诀	Thiên Lâm Quyết
天一真法	Thiên Nhất Chân Pháp
水镜观心定	Thủy Kính Quán Tâm Định
同风诀	Đồng Phong Quyết
归海诀	Quy Hải Quyết
九阴真水界	Cửu Âm Chân Thủy Giới
罡煞合流	Cương Sát Hợp Lưu
金刚诀	Kim Cương Quyết
霹雳陨星	Phích Lịch Vẫn Tinh
五台覆灭诀	Quyết Ngũ Đài Phúc Diệt
三才飞星诀	Tam Tài Phi Tinh Quyết
咒神宝典	Chú Thần Bảo Điển
咒神	Chú thần
