ID	Name	Desc
200045	Ứng Kiếp Nhi Sinh	Một ngàn năm trước, khi tổ sư Thái Nhất Môn bay lên trời, bỗng nhiên tính toán ra rằng môn phái sẽ gặp đại họa sau một ngàn năm. Tổ sư tự hủy tu vi, tốn công tính toán, để lại một chiếc khăn gấm, ghi lại thời gian và địa điểm, sau đó đã ngã xuống dưới thiên kiếp. Một ngàn năm sau, các đệ tử đời sau của Thái Nhất Môn đã phát hiện một đứa trẻ bị bỏ rơi tại địa điểm của lời tiên tri và đưa về môn phái nuôi dưỡng. [NAME] đến Thái Nhất Môn, bị phát hiện mang thân thể thiên khuyết, hoàn toàn không thể tu luyện. Trong suốt hàng chục năm, các bậc trưởng bối trong phái đã tìm đủ mọi cách nhưng vẫn không thể đảo ngược tình trạng này.
200046	Vô Dụng Chi Nhân	Mặc dù thân thể thiên khuyết đã cắt đứt con đường tiên của [NAME], nhưng [IT] không chịu khuất phục, chỉ âm thầm kiên trì tu luyện suốt bốn mươi năm như một ngày. Từ việc được môn phái tôn vinh là cứu tinh, đến dần dần trở thành trò cười, [NAME] đã sớm quen với tất cả điều này. Tất cả mọi người không biết rằng, nỗ lực của [NAME] không hề uổng phí. Vào đêm đến ngày diệt môn, [NAME] cuối cùng đã dùng sức người để bù đắp thiên khuyết, phá vỡ giới hạn của thân thể thiên khuyết, lần đầu tiên cảm nhận được chân khí. Lời tiên tri cổ xưa dường như đang dần thành hiện thực.
200047	Trung Y Thế Gia	[NAME] sinh ra trong một gia đình y học cổ truyền, nhưng [IT] hoàn toàn không muốn kế thừa truyền thống y học của gia đình, mà say mê âm nhạc, nhạc cụ mà [IT] giỏi nhất là đàn nhị.
200048	Xuyên Việt Giả	Sau khi trưởng thành, [NAME] mê mẩn thế giới hai chiều và Gundam, sống bằng việc sáng tác và dạy nhạc cụ trong thế giới hai chiều. Nhiều năm biểu diễn đã giúp [IT] có trình độ nghệ thuật cực cao, còn việc gắn ghép mô hình lâu dài đã mang lại cho [IT] khả năng thủ công phi thường. Một đêm khuya, [NAME] đã thức khuya lắp ghép mô hình và dẫn đến đột tử. Khi [IT] tỉnh dậy, phát hiện mình đã đến một thế giới xa lạ, [IT] đã sống sót nhờ vào kiến thức nghệ thuật và kỹ năng thủ công của mình.
200049	Linh Thú Chuyển Sinh	Trước khi [NAME] ra đời, mẹ [IT] đã mơ thấy một con thú lạ lao vào bụng mình từ một đám khí đen, và [IT] đã được sinh ra. Thời thơ ấu của [IT] thường xuất hiện những điều kỳ diệu, nhỏ tuổi đã có sức mạnh vô biên, dũng cảm hơn người.
200050	Nghĩa Quân Lĩnh Tụ	[NAME] không hài lòng với cuộc sống an nhàn, sau khi trưởng thành đã gia nhập một đội quân nghĩa, nhờ vào sức mạnh vượt trội trở thành thủ lĩnh của đội quân nghĩa. Tuy nhiên, trong một trận phục kích, [IT] đã gặp phải sự phản bội của cấp dưới, sống sót trong gang tấc.
200051	Như Hữu Thần Quyến	[NAME] sinh ra trong một gia đình khá giả. [IT] từ nhỏ đã thể hiện sự may mắn như được thần linh ban phước. Chơi game nạp tiền lại còn may mắn, [IT] chưa bao giờ nạp tiền nhưng luôn có thể rút được thẻ tốt nhất. Tuy nhiên, việc chơi game thường xuyên cũng khiến [IT] từ nhỏ đã bị hói đầu.
200052	Xuyên Việt Giả	Sau khi trưởng thành, [NAME] trở thành một nhà thiết kế game. Trong một lần làm thêm vào ban đêm, bất ngờ gặp phải bão sấm sét. Sau một loạt ánh sáng, [NAME] đã xuyên không. Hậu quả của việc xuyên không đã nghiêm trọng tàn phá sức khỏe của [NAME], nhưng cũng khiến tư duy của [IT] trở nên linh hoạt chưa từng có. Trong thế giới mới, [NAME] đã sống sót nhờ vào sự may mắn và trí tuệ vượt trội của mình.
200053	Bất Hạnh Chi Nhân	Quê hương của [NAME] bị tàn phá trong một cuộc chiến giữa chính nghĩa và tà ác, [NAME] và cha bị buộc phải lưu lạc nơi xa. Để trốn tránh thực tại tàn khốc, Phụ thân của [NAME] đã sa vào cờ bạc, cuối cùng bán [NAME] cho bọn buôn người.
200054	Lưu Lạc Tà Đạo	[NAME] đã trải qua nhiều lần chuyển nhượng trong tay bọn buôn người, cuối cùng rơi vào một giáo phái tà ác, trở thành đối tượng thí nghiệm cho việc cải tiến tà công. Trong quá trình thử nghiệm tà công, [NAME] đã không may thất bại và bị vứt bỏ tại một nghĩa địa hoang. Tuy nhiên, [NAME] rất có số, mặc dù vì vậy mà mất một con mắt, nhưng cuối cùng vẫn sống sót. Thân thể của [IT] cũng vì cuộc thử nghiệm này mà xảy ra những biến đổi kỳ lạ.
200055	Tiên Nhân Thác Mộng	[NAME] sinh ra trong một hiện tượng kỳ lạ. Khi [IT] năm tuổi, mơ thấy tiên nhân truyền授 bí thuật. Từ đó, [IT] đã thể hiện tài năng khéo léo, có thể dễ dàng chế tạo ra những công cụ và đồ chơi phức tạp.
200056	Công Tượng Đại Sư	Khi trưởng thành, [NAME] trở thành một thợ thủ công nổi tiếng gần xa, [IT] luôn nhớ lại giấc mơ thời niên thiếu. [IT] biết rằng bên ngoài thế giới phàm trần có một thế giới hoàn toàn mới, nơi có thực sự tồn tại thuật luyện khí. Đó mới là mục tiêu của [IT].
200057	Thiên Ngoại Lai Khách	Không phải là đại hiệp, mà còn vượt qua cả đại hiệp, không ai biết [IT] đến từ đâu, chỉ biết rằng [IT] đã đi qua nhiều nơi, gặp gỡ nhiều người, dường như đã đưa nhiều vấn đề trở về với chính nghĩa, lại dường như đã giải quyết được nhiều vấn đề. Có người nhớ rằng [IT] rất giỏi sử dụng một loại võ thuật giống như trò chơi kéo đá, biến hóa khôn lường, đánh bại mọi đối thủ trên thế gian. Giờ đây, [IT] lại đến một thế giới hoàn toàn mới, liệu có điều gì đang chờ đợi [IT]?
200058	Hà Đồ Lạc Thư	Dù ở đâu, cuối cùng cũng phải tìm con đường về nhà, lạc lối trong không gian mênh mông, lạc trong vòng luân hồi dài dằng dặc, tiểu nhân vẫn không từ bỏ bản thân, sẵn lòng giúp đỡ, rút kiếm tương trợ, đối xử tốt với mọi người, làm chính mình chân thật nhất, trong quá trình khám phá con đường trở về, biết được bí mật của Hà Đồ Lạc Thư, hiểu được chân lý của sự tồn tại của vạn vật, quyết tâm lên đường.
200059	Hiệp Trung Sinh	[NAME] từ nhỏ sống trong vòng tay của những hiệp khách, nghe những chuyện mới lạ trong giang hồ, học hỏi những kiến thức võ học, đồng hành cùng nghĩa khí, trong môi trường như vậy đã học được nhiều kỹ năng và cũng hiểu được thế giới rộng lớn có vô vàn điều kỳ lạ.
200060	Bách Hiểu Thông	Khi lớn lên, [NAME] du lịch khắp giang hồ, vừa ghi lại những điều thấy, vừa hành hiệp. [IT] biết chuyện thiên hạ, phân biệt đúng sai, từng nét bút ghi lại vạn vật trên đời, từng thanh kiếm từng con dao chém đứt rối ren trong giang hồ, dần dần được mọi người biết đến. Mặc dù hành động của [IT] như thần long thấy đầu không thấy đuôi, nhưng vẫn luôn xuất hiện khi mọi người cần giúp đỡ, chỉ đường dẫn lối, truyền đạt tri thức.
200061	Kim Lân Chuyển Sinh	[NAME] vốn là một con cá vàng ở thiên hà, trải qua hàng triệu năm tu luyện mới dần có linh tính. Để hiểu được cõi trần, [IT] đã từ bỏ thân thể thần thánh, đầu thai xuống nhân gian. [NAME] từ nhỏ đã có linh tính, thể hiện tài năng phi thường. [IT] tư duy nhạy bén, ngay cả người lớn cũng thường không theo kịp suy nghĩ của [IT].
200062	Đan Thanh Giai Nhân	Khi lớn lên, [NAME] say mê hội họa, với tài năng xuất chúng của mình, chỉ trong độ tuổi hai mươi đã nổi danh khắp kinh thành. [IT] vẽ những con cá bơi lội dưới nước, sống động như thật, ai cũng khen tranh của [IT] có thể giao tiếp với linh hồn.
200063	Hiệp Chi Tử	[NAME] từ nhỏ yêu thích tiểu thuyết võ hiệp, say mê trong đó, khao khát trở thành một hiệp sĩ. Tuy nhiên, sinh ra trong xã hội hiện đại, [IT] chỉ có thể nhìn mà thở dài. Dù vậy, tinh thần hiệp nghĩa vẫn ảnh hưởng sâu sắc đến [IT], từ nhỏ đã căm ghét cái ác, hành động có phần giống hiệp sĩ.
200064	Xuyên Việt Giả	Khi lớn lên, [NAME] mê mẩn sưu tầm các loại kiếm, và nắm vững nhiều bí quyết bảo quản kiếm. Nhiều người cùng sở thích cũng nhờ [IT] giúp chăm sóc kiếm yêu quý của họ. Một đêm khuya, khi [NAME] đang chăm sóc một thanh kiếm cổ mà bạn đã nhờ giữ, bất ngờ bị xuyên không đến một thế giới xa lạ.
200065	Du Hí Nhân Sinh	[NAME] sinh ra trong một gia đình bình thường ở Hoa Hạ, từ nhỏ ham chơi, thường chìm đắm trong đại dương game. Mặc dù điều này khiến [IT] có vẻ hơi nhút nhát, nhưng những trải nghiệm phong phú trong game đã rèn luyện cho [IT] khả năng quan sát nhạy bén và tư duy linh hoạt.
200066	Xuyên Việt Giả	Khi lớn lên, [NAME] theo đuổi sở thích của mình trở thành một kiểm thử viên game. Trong một lần thức khuya chơi game, bất ngờ gặp phải bão sấm sét, [NAME] đã xuyên không. Sau khi xuyên không, nhờ vào khả năng quan sát nhạy bén, [NAME] đã nhanh chóng hòa nhập vào thế giới này và sống rất tốt.
200067	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]Tống[/color] đã cung cấp sự giúp đỡ trong quá trình kiểm thử game. Với ánh mắt nhạy bén, anh đã tìm ra nhiều lỗ hổng, đóng góp xuất sắc cho việc hoàn thiện game.
200068	Tuyết Chi Tử	[NAME] sinh vào mùa tuyết nhỏ, từ nhỏ đã rất thích tuyết, và có tài năng đặc biệt, không sợ lạnh. [IT] thông minh vượt trội, đọc nhiều sách. Hoạt bát năng động, từ nhỏ đã thích leo núi leo cây, thân pháp nhanh nhẹn, ngay cả nhiều người lớn cũng không bằng.
200069	Tuyết Trung Hiệp	Sau khi trưởng thành, [NAME] trở thành một hiệp khách, nổi tiếng trong giang hồ nhờ thân pháp. Trong một lần bất ngờ, [IT] bị phục kích và bị thương, mất một chân và một mắt, điều này buộc [IT] phải ẩn dật. Tuy nhiên, [NAME] chưa bao giờ từ bỏ việc theo đuổi tốc độ. Một lần tình cờ, [IT] thấy con chồn tuyết đi lại không để lại dấu vết trong tuyết, đột nhiên có được sự lĩnh ngộ, lấy lại tốc độ vượt trội.
200070	Bổ Thiên Giả	Cảm ơn người chơi [color=#D06508]lsprotoss[/color] đã cung cấp sự giúp đỡ trong quá trình kiểm thử game. Anh đã đưa ra những gợi ý quan trọng cho việc điều chỉnh nhịp độ trong giai đoạn sau của game, và nhấn mạnh sự cần thiết của việc thiết lập phím tắt, đóng góp xuất sắc cho việc hoàn thiện game.
200071	Ổn Trọng Đại Ca	Một cậu bé nghịch ngợm xuất thân từ cảnh khổ, có một tuổi thơ không mấy tốt đẹp, quyết tâm trở thành một đại hiệp nổi danh trong giang hồ để được người khác coi trọng.
200072	Song Quyền Chấn Hà Lạc	Thiết quyền vô địch Lý Thừa Long, đánh bại mọi đối thủ ở Hà Lạc. Là nhân vật lãnh đạo trong ba anh em của Hoàng Hà Tam Thánh, dẫn dắt hai anh em còn lại khám phá giang hồ. Mặc dù thường làm những việc có vẻ ngu ngốc, nhưng bản chất của hắn vẫn tốt bụng và chính nghĩa.
200073	Hàm Hậu Lão Nhị	Xuất thân là trẻ mồ côi, thời thơ ấu đi theo đoàn nghệ thuật biểu diễn khắp nơi, hắn thật thà, chăm chỉ chịu khó. Sau khi xảy ra sự cố trong đoàn nghệ thuật, hắn đã gặp anh trai Đấm Đấm Chấn Hà Lạc, từ đó quyết định nỗ lực tập võ, khám phá giang hồ, trở thành một đại hiệp bảo vệ mọi người.
200074	Hung Khẩu Toái Đại Thạch	Đồng đầu sắt cánh tay đồng Tôn Thạch Trung, được mọi người gọi là "ngực có thể đập đá lớn". Hắn dũng mãnh và liều lĩnh, căm ghét cái ác và rất trọng tình nghĩa, đôi khi có phần ngốc nghếch đáng yêu, khiến người khác vừa khóc vừa cười.
200075	Cơ Linh Tam Đệ	Thường Vũ Phong xuất thân bình thường, gia đình đã xảy ra một số tai nạn, sau đó chỉ còn lại một mình hắn lang thang trong giang hồ. Cuộc sống khó khăn khiến hắn quyết tâm phải giúp đỡ những đứa trẻ trong thời loạn có nơi nương tựa.
200076	Độc Cước Thảo Kinh Phong	Tự xưng là thiên hạ vô địch về khinh công, tự phong là "một cây cỏ bơi qua Hoàng Hà", tự nhận là người có khí phách lớn lao, được gọi là "gió độc một chân". Là người nhỏ tuổi nhất trong Hoàng Hà Tam Thánh, có nhiều ý tưởng nhất, và trong những thời điểm quan trọng, dường như cũng là người chạy nhanh nhất...
200077	Ái Đích Cung Dưỡng	[NAME] từ nhỏ sống trong sự bao bọc của tình yêu, được toàn thể dân làng yêu thương như một ngôi sao. [IT] còn được yêu quý vì giọng hát tuyệt vời, từ nhỏ đã thể hiện sự kiêu hãnh.
200078	Vô Địch Tối Tịch Mịch	Khi trưởng thành, [NAME] bắt đầu bước lên con đường trở thành người vô địch, quyết tâm trở thành một cao thủ không ai bì kịp, đúng vậy, [IT] là vô địch.
200079	Tài Đoàn Bồi Dục Sở	[NAME] lớn lên trong một cô nhi viện áp dụng chế độ loại bỏ cuối cùng. Tại đây, những đứa trẻ mồ côi được dạy nhiều kỹ năng để hoàn thành những yêu cầu đặc biệt của các nhà tài trợ: có khi trở thành sát thủ của tổ chức, có khi trở thành cơ thể thí nghiệm cho tà thuật. Nhưng ngay cả trong môi trường tàn nhẫn, [IT] và nghĩa muội quen biết tại đây vẫn luôn hỗ trợ lẫn nhau.
200080	Qua Toàn Vệ	Là một thực thể thí nghiệm sống sót, lang thang trong thế giới, mang trong mình dòng máu con người và năng lượng tím. Sức mạnh của mẹ thần hòa nhập với [IT], giúp [IT] có khả năng tái sinh vượt trội và tuổi thọ dài lâu. Nhưng tương ứng, cơ thể bán năng lượng không ổn định cần [IT] phải trải qua giấc ngủ dài để duy trì. Trong một lần chìm vào giấc ngủ, [IT] ngạc nhiên phát hiện mình đã đến một thế giới hoàn toàn mới, cùng với sức mạnh của mình cũng biến mất. Liệu đây có phải là một khởi đầu mới?
200081	Thế Gia Công Tử	[NAME] lớn lên trong một tòa tháp ngà, sinh nhật vào ngày mùng 8 tháng 4, cùng ngày với Siddhartha, vì vậy được mọi người xung quanh chú ý và kỳ vọng, hy vọng sẽ kế thừa di sản gia đình và lập công. [NAME] từ nhỏ đã thích đọc sách và suy nghĩ, quan tâm đến triết học và tôn giáo, thể hiện tài năng vượt trội. [IT] mặc dù tính cách điềm đạm hòa nhã, tâm hồn đơn giản và tốt bụng, nhưng vì suy nghĩ độc đáo, thường bị người khác coi là kiêu ngạo và cao ngạo.
200082	Khổ Hành Tăng	Sau khi trưởng thành, [NAME] dần dần nhận thức được bản thân, quyết tâm không đi theo con đường đã được gia đình sắp đặt. Sau khi trải qua một thời gian sống giữa nhân gian, [IT] dần hiểu được sứ mệnh trong cuộc đời mình, vì vậy nhìn thấu cõi trần và quyết định xuất gia.
200083	Bộ Ngư Thế Gia	[NAME] sinh ra trong một ngôi làng chài, cả làng hòa thuận vui vẻ, quan hệ giữa hàng xóm thân thiết. [NAME] từ nhỏ đã rèn luyện được khả năng cảm nhận và thân thể khỏe mạnh qua việc đánh bắt cá.
200084	Bồng Lai Kỳ Ngộ	Trong một lần theo cha ra khơi đánh cá, [NAME] đã gặp phải một cơn lốc biển, khi tỉnh dậy thì đơn độc trôi dạt đến đảo tiên Bồng Lai. Mặc dù các tiên nhân trên đảo không truyền cho [IT] pháp thuật, nhưng [IT] cũng đã học được một số phương pháp thiền định và hít thở. Sau đó, Bồng Lai xảy ra đại biến, với tư cách là phàm nhân, [IT] cuối cùng chỉ có thể trở về thế giới trần tục. Nhưng những trải nghiệm trên đảo tiên Bồng Lai đã tạo nên một nền tảng vững chắc cho [IT].
200085	Bàn Bố Đinh Đồng Công	Khi còn nhỏ, [IT] đã bị một người béo tên là Bánh Pudding chiếm hữu, trở thành người làm công cho hắn. Ngày ngày lang thang trên các con phố, nhặt rác, ăn xin. Những khổ cực này đã rèn luyện cho [IT] một ý chí mạnh mẽ.
200086	Thành Trại Tham Hiểm Gia	Để tìm kiếm nguồn gốc, [NAME] đã đến thế giới của những người bạn để tìm kiếm, nhưng cuối cùng phát hiện mọi thứ chỉ là ảo mộng. Vì vậy, [IT] quyết định không còn bận tâm đến quá khứ. Hiện tại, [IT] thường lang thang ở Hồng Kông, trong khu ổ chuột Cửu Long, chỉ để cảm nhận cuộc sống kỳ lạ của những người dân ở tầng lớp thấp.
200087	Tảo Địa Sa Di	[NAME] có nguồn gốc không rõ ràng, từ nhỏ được các sư thầy của chùa Đấm Bánh Quy nuôi dưỡng, trở thành một tiểu sa di. Từ khi có trí nhớ, [NAME] đã chăm chỉ quét dọn ở chùa Đấm Bánh Quy.
200088	Tảo Địa Tăng	Khi lớn lên, [NAME] vẫn đảm nhận nhiệm vụ quét dọn, trong suốt ba mươi năm chỉ làm việc này. Xuân thu quét lá rụng, hè quét hoa bay, đông quét tuyết. Mặt trời mọc thì làm việc, đêm khuya mới nghỉ. Chùa đông người ra vào, nhang khói rất thịnh vượng, nhưng không ai nói chuyện với [IT], cũng không ai biết tên của [IT].
200089	Đa Động Thiếu Niên	[NAME] từ nhỏ đã tò mò về mọi thứ, thường gây rối, thích trộn lẫn các thứ kỳ lạ để thực hiện thí nghiệm, sẽ tái chế pháo và đốt chúng. Có thể vì lý do tương tự, trong một cuốn tiểu thuyết viết khi còn thiếu niên, nhân vật chính mà [IT] hóa thân là một kiếm sĩ sử dụng ma thuật lửa.
200090	Gia Lý Tồn	Khi trưởng thành, [NAME] đã tham gia vào công việc liên quan đến ngôn ngữ và văn tự, và trở nên lười biếng, lấy lý do "học sinh không ra ngoài cũng biết chuyện thiên hạ" để biện minh cho sự lười nhác của mình. [IT] cho rằng pháp thuật mạnh nhất trên thế giới chính là thuật phân thân của Tôn Ngộ Không, vì những việc phiền phức đều để cho phân thân làm. Tuy nhiên, tóc của [IT] ngày càng thưa, viễn cảnh của giấc mơ này trở nên gập ghềnh.
200091	Ly Hương Hài Đồng	[NAME] từ nhỏ là một đứa trẻ cô độc, do xuất thân không tốt nên thường bị người trong tộc bắt nạt. [IT] chỉ có thể ngày đêm chơi đàn, tìm kiếm sự an ủi trong âm nhạc. Khi còn rất nhỏ, [IT] đã một mình mang theo đàn rời quê hương, lang thang ở xứ người.
200092	Cầm Sư	Hai mươi năm sau, một nhạc sĩ phong cách tiên nhân nổi tiếng vang dội. Trong giang hồ, người muốn nhờ [IT] chế đàn rất đông, nhưng rất ít người có thể tìm thấy dấu vết của [IT].
200093	Sách Gia Xuất Tẩu	[NAME] từ nhỏ đã có một mối quan tâm bí ẩn đối với xương. Chỉ cần có thể lấy được một cái, [IT] sẵn sàng bị đâm, bị ngã, hay phá hủy nhà cửa. Thường xuyên ra ngoài tìm kiếm xương ở gần đó, tin rằng nghiên cứu xương sẽ là sở thích suốt đời của mình, cậu bé tin tưởng điều này vô cùng.
200094	Cốt Pháp Sư	Khi lớn lên, [IT] bắt đầu có hứng thú với những người khác phái trong làng. Thường tự xưng mình có thuật đảo ngược sự vật, cũng thường xuyên đọc những câu thần chú kỳ lạ (gâu gâu gâu) cho cô gái trong làng. Tuy nhiên, dường như cô gái trong làng chỉ hứng thú với những chiếc xương kỳ lạ mà [IT] mang theo.
200095	Bộ Ngư Thế Gia	Sinh ra trong một gia đình làm nghề đánh cá, thông thạo ngôn ngữ của cá, từ nhỏ theo cha đi câu cá khắp nơi.
200096	Hải Dương Học Gia	Khi [NAME] mười bảy tuổi, đã câu được một con cá kỳ lạ ở hồ Tĩnh Thủy. Khi mổ bụng cá, tìm thấy một mảnh giấy ghi "Thiên số có biến, thần khí đổi mới, và người có đức sẽ tìm thấy cây đinh ba, sẽ nhận được sức mạnh toàn bộ Atlantis". Từ đó, bắt đầu nghiên cứu nền văn minh cổ đại dưới đại dương.
200097	Xuất Thân Bất Minh	[NAME] có nguồn gốc không rõ, khi còn nhỏ đã được các nhà hải dương học phát hiện trên đảo Alola và đưa về Trung Nguyên.
200098	Ca Cơ	[NAME] lớn lên trở thành một ca sĩ, [ITS] giọng hát tuyệt vời nhưng có sức mạnh kỳ diệu khiến người ta cảm thấy đói. Mỗi khi đến một nơi, [NAME] lại dùng giọng hát để truyền bá nỗi đói, đi khắp nơi thu thập món ăn ngon.
200099	Lư Hỏa Ái Hảo Giả	[NAME] sinh ra ở Baoding, quê hương của món thịt lừa, từ nhỏ đã thích chơi game và ăn thịt lừa. Yêu thích văn học và âm nhạc, ước mơ lớn nhất của [NAME] là trở thành một nhạc sĩ.
200100	Cầm Ma	[NAME] vì không học được đủ kỹ thuật âm nhạc và thiếu tài năng, cuối cùng đã không thể trở thành nhạc sĩ. Nhưng [IT] tình cờ học được một phương pháp chơi đàn cổ đặc biệt, âm thanh đàn tuyệt diệu, dây đàn sắc bén lộn xộn, cần đàn chắc chắn đáng tin cậy, trở thành một tay chơi đàn vừa đi vừa đánh giết người.
200101	Quyền Pháp Truyện Nhân	[NAME] lớn lên trong một gia đình võ học, cha giỏi cử tạ, mẹ giỏi nhảy cao, vì vậy [NAME] đã luyện tập cử tạ và nhảy cao trong thời gian dài. Khi lên 8 tuổi, gặp phải quái vật cơ bắp, trở thành người duy nhất kế thừa võ thuật cổ Trung Quốc, từ đó, [NAME] thề sẽ bảo vệ hòa bình thế giới.
200102	Phì Tử Ám Sát Quyền	Trong quá trình luyện tập võ thuật cổ Trung Quốc, [NAME] đã ngộ ra chân lý của việc chiến đấu, đó là ám sát đối thủ ở khoảng cách gần. [NAME] tự sáng tạo ra "đấm bốc mập mạp", thường ẩn mình dưới hình ảnh mập mạp, khi đối mặt đột ngột ra tay, không ai có thể tránh được, được coi là một trong những kỹ thuật chiến đấu mạnh nhất trong võ lâm.
200103	Du Hí Thiền Sư	[NAME] từ nhỏ đã cố gắng vì vẻ đẹp của trò chơi, dưới sự dẫn dắt của những giáo viên xuất sắc, học hỏi được nhiều kiến thức về trò chơi, khiến [IT] bay bổng trong đại dương trò chơi, bị choáng ngợp bởi việc tạo ra một thế giới trò chơi, người tu tập vì trò chơi ắt sẽ có mục tiêu cả đời.
200104	Phong Chi Lữ Nhân	[NAME] trên con đường theo đuổi giấc mơ trở thành một người du hành trong gió. Con đường này cần phải sống chung với cô đơn, nhưng thỉnh thoảng vẫn sẽ gặp những người bạn đồng hành qua một đoạn đường. Chia tay, tái ngộ, không lời nhưng vẫn cùng nhau đi, rồi lại chia tay, cho đến khi có người khác tham gia, điều này giống như hành trình của cuộc đời, đồng hành với gió, cùng bạn tiến lên, thành đôi với cô đơn, cùng uống với l迷途, cùng đấu tranh với ước mơ.
200105	Cạnh Kỹ Thiếu Nữ	Tiểu Tường từ nhỏ đã hoạt bát, thích các trò chơi thể thao, đạt được thành tích nổi bật trong nhiều lĩnh vực, trong hoạt động mà phần lớn thuộc về nam giới, đã tạo ra một không gian cho phụ nữ.
200106	Giải Thuyết Viên	Giang hồ tràn đầy tranh chấp, nhưng hầu hết mọi người đều tuân thủ một số quy tắc nhất định, đây cũng là một cách để thi đấu và cùng nhau phát triển. Do đó, Tiểu Tường đôi khi được mời đến để bình luận về những cuộc thi như vậy, giải thích tình hình cho những người không hiểu bí mật bên trong, dần dần mọi người đã quen với việc nghe thấy giọng nói và lời nói dí dỏm của cô tại các buổi thi đấu.
200107	Dã Thỉ Nha	Từ nhỏ chơi game, lớn lên không thành đạt. Vì hồi nhỏ chơi quá nhiều game tệ, cảm giác như ăn phân vẫn còn in đậm trong trí nhớ. Do đó, ước mơ từ một nhà khoa học hoặc lãnh đạo, đã trở thành làm ra game tệ nhất khi lớn lên, nhưng người chơi vẫn phải đủ đông, để họ vừa trải nghiệm vừa vui vẻ.
200108	Cự Ma Sát Thủ	Đũa thần làm tốt, đứng gác đến già. Giấc mơ làm game tệ ở Dalaran đã tan vỡ, sau khi việc buôn bán đũa thần phá sản, bắt đầu lãnh đạo quái vật kiếm sống. Răng của quái vật, bộ lông của quái vật, tóm lại nguyên liệu quái vật vẫn có thể bán được tiền. Cách thu thập, đương nhiên là để quái vật đi đánh quái vật.
200109	Nữu Khúc Chi Nguyên	[NAME] lớn lên trong một tuổi thơ tối tăm, trưởng thành trong những trận đòn của những người lớn. Tuy nhiên, khi những người bạn thời thơ ấu lần lượt ra đi, yêu Tư Y sau khi thương tiếc họ đã ăn hết di sản của họ, từ đó tâm hồn trở nên mạnh mẽ vô cùng.
200110	Hoa Ngữ Đệ Tam	[NAME] luôn tự xưng là người thứ ba, vì người thứ nhất dễ chết, người thứ hai dễ bị đánh. Làm một công việc bí ẩn, làm việc 8 giờ, trò chuyện 7 giờ rưỡi, đi vệ sinh nửa giờ. Mặc dù không biết cụ thể là làm gì, nhưng nghe có vẻ rất tuyệt. Thường xuyên bắt cóc, tống tiền và giam giữ những người được gọi là "mập mạp", dùng khăn lau nhét vào miệng họ như một hình phạt, nhưng họ dường như cũng rất vui vẻ.
200111	Thế Ngoại Thiếu Niên	Từ nhỏ sống trong một nơi giống như tiên cảnh, ngoài những hiệp khách thỉnh thoảng ghé qua, chỉ có một con mèo tên là "Hán Triều" và một con chó tên là "Roma" cùng với [NAME] đồng hành, ngoài việc luyện tập các công pháp phong phú mà các hiệp khách để lại, còn chăm sóc hoa cỏ và luyện thuốc.
200112	Cổ Kiếm Thu Tàng Gia	Công trưởng quân lớn lên mê sưu tầm các loại cổ kiếm, anh luôn đi khắp chín châu, cố gắng khám phá những thanh kiếm cổ không ai biết đến, bộ sưu tập của anh vô số, ngay cả bản thân anh cũng không biết đã sưu tầm bao nhiêu thanh kiếm. Nhưng điều đó không quan trọng, làm người mà có sở thích sưu tầm thì có gì sai?
200113	Âm Úc Thiếu Niên	[NAME] từng có một gia đình hạnh phúc, lớn lên trong tình yêu thương của gia đình, cho đến năm 15 tuổi, cha ngoại tình, say xỉn bạo hành, mẹ chết thảm, mỗi ngày chỉ có thể sống trong cô đơn và đau khổ, hạt giống thù hận cũng bắt đầu nảy mầm trong lòng, từ một cậu bé vui vẻ trở thành một thiếu niên u ám lạnh lùng.
200114	Phục Cừu Sát Thủ	[NAME] sau khi giết chết cha mình để báo thù, trở nên tàn nhẫn vô tình, cảm xúc thất thường, thích đùa giỡn người khác, có tính tấn công mạnh mẽ và khao khát bất thường với phái nữ.
200115	Ngạnh Hạch Thiếu Nữ	[NAME] xuất thân từ gia đình võ lâm, từ nhỏ đã có tính cách không chịu thua, luôn thử thách những điều khó khăn, từ việc múa dao trước mặt vua, đến việc cứu người ở núi câm, thường xuyên chạy đến một thành phố tên là Á Nan để làm việc nghĩa, treo cờ khắp một tầng lầu.
200116	Nữ Vương Đại Nhân	Cuộc sống lâu dài làm việc nghĩa đã mang đến cho nữ hoàng Muối một nhóm bạn bè có tinh thần kiên cường tương tự, họ quây quần bên nữ hoàng Muối, cùng nhau đến nhiều nơi xa xôi hơn, khám phá điều chưa biết, tận hưởng giới hạn. Những người bạn đôi khi thân mật gọi cô là "nữ hoàng", nhưng đó không phải là một cách gọi kiêu ngạo, mà là một tinh thần không từ bỏ khi đối mặt với khó khăn, cùng với một phần nhỏ của tâm hồn thích chịu đựng.
200117	Tiên Nhân Chuyển Thế	Không nhiều người biết đến khi nào phái công nghệ tương lai bắt đầu có mặt trong giang hồ, phái này đã độc lập và tồn tại trong thế giới này hàng trăm năm, và người đứng đầu phái - Vương Lão Cúc, cũng không phải là người bình thường: thân phận của ông là một tiên nhân tu luyện lâu năm, chỉ là dùng thân xác phàm đi khắp giang hồ.
